id,category,fit_score,skill_30,transition_20,compensation_15,access_15,lifestyle_10,upside_10,priority,verification,company,title,location,work_model,hiring_access,salary_status,compensation,link_quality,application_url,source_age_note,why_fit,key_gaps
C057,ADJACENT,82,27,18,8,15,8,6,B,TOOL_SNAPSHOT,Yelo Bank,Satınalma şöbəsinin müqavilə və sənədləşmə üzrə kiçik mütəxəssisi,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,"Agreement-based",EXACT,https://www.hellojob.az/vakansiya/satinalma-sobesinin-muqavile-ve-senedlesme-uzre-kicik-mutexessisi-3412196242,"published 2026-08-06; deadline 2026-09-06; browser check required","Procurement contracts supplier-list maintenance acts amendments approvals documentation and contractor coordination map closely to P2P/vendor process work","Junior title creates pay risk; direct procurement-contract ownership is lighter in current profile"
C058,ADJACENT,81,24,15,11,15,7,8,B,TOOL_SNAPSHOT,İnnovasiya və Rəqəmsal İnkişaf Agentliyi,Daxili Audit üzrə Aparıcı mütəxəssis,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://classic.jobsearch.az/vacancies/innovasiya-ve-reqemsal-inkisaf-agentliyi-daxili-audit-uzre-aparici-mutexessis-147757,"current-looking posting; deadline 2026-09-06; browser check required","Audit support controls process-flow review documentation findings remediation and risk-point analysis transfer well from finance controls and audit work","Formal internal-audit methodology and end-to-end audit ownership are new"
C059,ADJACENT,86,28,17,11,15,7,8,A,TOOL_SNAPSHOT,ATB Bank,İnzibati İşlər və Satınalmalar Departamentinin Satınalmalar şöbəsinin Aparıcı/ Baş mütəxəssisi,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,"Agreement-based",LIST,https://www.hellojob.az/sirket/atb-bank-362040,"active-company index crawled within a week; role posted 2026-07-31; browser check required","Procurement procedures vendor/supplier coordination commercial documentation controls and finance-process discipline strongly match P2P and vendor experience","Public/state procurement procedure depth and direct sourcing/tender ownership may be required"
C060,ADJACENT,79,23,13,11,15,8,9,B,TOOL_SNAPSHOT,Bank Respublika,Sistem analitiki (İT biznes analitik),Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,"Interview-based",EXACT,https://jobnet.az/en/vacancies/sistem-analitiki-it-biznes-analitik-17194,"fresh repost published 2026-07-31; one index shows deadline 2026-08-30 while Banco shows 2026-08-21; browser check required","Requirements documentation functional testing process logic reporting stakeholder coordination and systems mindset transfer from ERP/process work","BPMN plus direct software-analysis/testing experience; SQL/API familiarity; deadline conflict"
C061,ADJACENT,79,23,15,11,15,7,9,B,TOOL_SNAPSHOT,"VIP Services Group" LLC,Maliyyə planlaşdırılması və analizi üzrə mütəxəssis (FP&A),Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,LIST,https://jobs.glorri.az/companies/vipgroup,"company index crawled last week; role posted 2026-08-03; browser check required","Excel finance data variance analysis reporting cross-functional coordination and process improvement provide a credible FP&A bridge","Direct forecasting budgeting financial modeling and management-accounting depth need strengthening"
C062,ADJACENT,79,24,17,9,15,7,7,B,TOOL_SNAPSHOT,Expressbank,Korporativ müştərilərə xidmət / mütəxəssis/aparıcı mütəxəssis,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,"Agreement-based",EXACT,https://jobu.az/job/express-bank-korporativ-musterilere-xidmet-mutexessis-aparici-mutexessis/,"published 2026-08-03; deadline 2026-08-31; employer career index also surfaces current role","Legal-entity account operations foreign transfers documentation customer issue handling and finance-process discipline transfer from AP/vendor operations","Direct corporate-banking/customer-service experience and front-office communication are new; salary unknown"
C063,CORE,86,28,18,10,15,8,7,A,TOOL_SNAPSHOT,OBA Market,Gəlirlər üzrə aparıcı mühasib,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,"Agreement-based",LIST,https://jobsite.az/shirketler/oba-market-mmc,"company listing crawled yesterday; deadline 2026-08-26; browser check required","Counterparty reconciliations contract/bonus checks receivables aging system postings income analysis document control and monthly targets overlap heavily with finance operations","Revenue/bonus-accounting focus and forecasting/simulation are additions; compensation unknown"
C064,ADJACENT,80,23,15,10,15,8,9,B,TOOL_SNAPSHOT,Kapital Bank,Maliyyə Menecmenti Departamentinin Strategiya Büdcə və Analitika Şöbəsinin Mütəxəssisi,Baku Azerbaijan,Hybrid/On-site,LOCAL_AZ,UNKNOWN,"Agreement-based",LIST,https://www.hellojob.az/sirket/kapital-bank-360201,"company index crawled last week; role posted 2026-08-04; browser check required","Financial analysis reporting Excel controls and cross-functional finance experience provide a realistic bridge into strategy/budget analytics","Direct financial planning budgeting modeling and bank-management analytics are lighter than required"
C065,ADJACENT,79,23,13,11,15,8,9,B,TOOL_SNAPSHOT,METAK LLC,ERP specialist,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,"Competitive salary + annual bonus",EXACT,https://az.linkedin.com/jobs/view/erp-specialist-at-metak-llc-4437925166,"exact role surfaced in current LinkedIn index; listed as 1 week old; browser check required","ERP issue analysis testing master-data maintenance user training process optimization and AI-tool interest fit ERP/process strengths","Strong SQL/T-SQL programming and 2 years hands-on ERP specialist/developer experience are material gaps"
C066,ADJACENT,84,27,17,10,15,7,8,B,TOOL_SNAPSHOT,Descon Engineering Limited,Supply Chain Executive,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://az.linkedin.com/jobs/view/supply-chain-executive-at-descon-engineering-limited-4431909904,"exact role surfaced as current/actively hiring; browser check required","PO/RFQ vendor coordination SAP-MM documentation material planning supplier follow-up and SCM reporting are very close to P2P/vendor operations","Direct MRP/material planning logistics and sourcing ownership are the main transition gaps"
C067,ADJACENT,84,26,17,11,15,7,8,B,TOOL_SNAPSHOT,METAK LLC,Satınalma üzrə aparıcı mütəxəssis,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,"Competitive salary + annual bonus",EXACT,https://az.linkedin.com/jobs/view/sat%C4%B1nalma-%C3%BCzr%C9%99-apar%C4%B1c%C4%B1-m%C3%BCt%C9%99x%C9%99ssis-at-metak-llc-4437908813,"exact role surfaced in current company index; listed as 2 days old; browser check required","Procurement reporting ERP order tracking supplier coordination documentation analytics and three-language profile fit strongly","Direct tendering sourcing negotiation and manufacturing-material knowledge are gaps"
C068,ADJACENT,82,25,16,10,15,7,9,B,TOOL_SNAPSHOT,Azsoftware,Procurement Manager,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://az.linkedin.com/jobs/view/procurement-manager-at-azsoftware-4386613772,"exact role indexed; tool snapshot is older so browser check required","Vendor management contracts budgets Excel ERP SAP/Dynamics IT coordination and process ownership transfer well","Procurement-manager ownership strategic sourcing negotiation and IT asset/license knowledge are deeper than current experience"
C069,ADJACENT,82,25,17,10,15,7,8,B,TOOL_SNAPSHOT,Deloitte,"Consultant, Software Asset Management",Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://az.linkedin.com/jobs/view/consultant-software-asset-management-at-deloitte-4434863042,"exact role surfaced as very recent in current search; browser check required","PO/contracts entitlement records data accuracy dashboards KPIs cost-saving analysis requirements documentation and implementation support map strongly to vendor/master-data/process strengths","Software licensing Microsoft/Oracle/IBM/VMware and ITAM/SAM domain experience are the key gaps"
C070,ADJACENT,77,22,14,10,15,7,9,B,TOOL_SNAPSHOT,Life at Bir,IT Business analyst,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://az.linkedin.com/jobs/view/it-business-analyst-at-life-at-bir-4440204730,"distinct current-looking job ID surfaced about 1 week old; browser check required","Requirements process flows root-cause analysis stakeholder alignment documentation testing and finance-domain familiarity transfer from ERP/process work","3+ years formal IT BA plus SQL APIs Postman microservices and digital-payments knowledge are major technical gaps"
C071,STRETCH,75,23,14,10,15,6,7,C,TOOL_SNAPSHOT,Baku Steel Company,Logistika üzrə Mütəxəssis/ Aparıcı Mütəxəssisi,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,LIST,https://jobs.glorri.az/companies/bakusteel,"current company vacancy index crawled last week still surfaces role; exact older LinkedIn posting exists; browser check required","SAP/ERP logistics records invoice/document checking vendor coordination delivery tracking Excel and process discipline transfer","3-5 years direct import/export logistics multimodal transport legislation and carrier negotiation are substantial gaps"
C072,CORE,87,28,18,10,15,8,8,A,TOOL_SNAPSHOT,Makfit,Accountant,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://az.linkedin.com/jobs/view/accountant-at-makfit-4376636536,"exact LinkedIn role currently indexed as 2 days old with Apply; underlying crawl may be older; browser check required","AP/AR reconciliations financial reporting budgeting accounting systems process streamlining and cross-team work map very strongly to finance-operations experience","Broader statutory/accounting ownership and forecasting; salary unknown"
C073,CORE,85,28,18,10,15,7,7,A,TOOL_SNAPSHOT,Marriott International,Accounts Receivable,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://az.linkedin.com/jobs/view/accounts-receivable-at-marriott-international-4429369674,"exact LinkedIn role currently indexed as 2 days old with Apply; browser check required","Receivables reconciliation invoice/account-statement accuracy period-end closing and spreadsheet-based financial controls transfer directly from AP/reconciliation experience","Hotel AR/collections and customer-credit processes are new; salary unknown"
C074,CORE,90,29,18,11,15,8,9,A,TOOL_SNAPSHOT,MUK,Financial Manager,Azerbaijan,On-site/Local,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://az.linkedin.com/jobs/view/financial-manager-at-muk-4392845596,"exact LinkedIn page crawled about 2 months ago; not known closed; browser check required","Treasury payment calendar supplier invoices currency payments cash-flow reporting budgeting reconciliations audits large-data Excel and cross-functional finance are an unusually close functional match","1C8/Navision depth and direct financial-manager title/forecast ownership; browser freshness and salary unknown"
C075,ADJACENT,85,28,17,10,15,7,8,A,TOOL_SNAPSHOT,Ram Holding,Satınalma üzrə baş mütəxəssis,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://classic.jobsearch.az/vacancies/ram-holding-satinalma-uzre-bas-mutexessis-147728,"JobSearch page crawled yesterday; exact deadline 2026-09-06 and apply route shown","Vendor research supplier evaluation contracts procurement requests reporting issue resolution Excel and operational controls map strongly to P2P/vendor strengths","Requires 3-5 years direct procurement, sourcing/tender ownership and 1C 8.3 experience"
C076,CORE,88,29,18,10,15,9,7,A,TOOL_SNAPSHOT,Starcom,Accountant,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,"Negotiable based on experience",EXACT,https://classic.jobsearch.az/vacancies/starcom-accountant-147859,"JobSearch page crawled last week; deadline 2026-09-07 and apply route shown","Invoices acts e-invoices reconciliations bank payments month-end reporting audit support budget-vs-actual analysis and process improvement match finance-operations experience extremely well","Local tax/accounting procedures, accrual/journal depth and salary amount remain unknown"
C077,CORE,79,24,15,10,15,8,7,B,TOOL_SNAPSHOT,MER Group,Mühasib,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://classic.jobsearch.az/vacancies/mer-group-muhasib-147723,"JobSearch search snapshot crawled last week; stated deadline 2026-09-06; browser check required","Document checking reconciliations financial reporting accounting records and disciplined transaction control fit finance-operations background","Strong 1C 8.3 plus Azerbaijan tax/labor/state-reporting knowledge are material gaps; salary unknown"
C078,ADJACENT,78,23,14,10,15,7,9,B,TOOL_SNAPSHOT,GEN PHARMA CAUCASUS MANUFACTURING OPERATIONS,Product Planning Specialist,Pirallahi Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://az.linkedin.com/jobs/view/product-planning-specialist-at-gen-pharma-caucasus-manufacturing-operations-4432780891,"exact LinkedIn role indexed about 3 weeks ago with Apply; browser check required","SAP PP/MM exposure material-management data documentation system-improvement inventory controls and cross-functional planning intersect with ERP/P2P/process strengths","3+ years direct production planning/warehouse logistics MRP and manufacturing/GMP experience required"
C079,ADJACENT,81,25,17,10,15,7,7,B,TOOL_SNAPSHOT,Veyseloglu LLC,Analitika və Hesabatvermə üzrə Mütəxəssis,Nizami Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://az.linkedin.com/jobs/view/analitika-v%C9%99-hesabatverm%C9%99-%C3%BCzr%C9%99-m%C3%BCt%C9%99x%C9%99ssisi-at-veyseloglu-llc-4426972465,"exact LinkedIn role indexed about 1 month old with Apply; browser check required","System data maintenance approval monitoring reports Excel analysis pricing/master-data changes and expense workflow fit data-quality/reporting/process-control strengths","Sales/campaign analytics context and at least 1 year sales experience; salary unknown"
C080,CORE,78,26,17,8,15,4,8,B,TOOL_SNAPSHOT,Aznof,Mühasib,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,"Candidate-dependent",EXACT,https://classic.jobsearch.az/vacancies/aznof-muhasib-147554,"JobSearch page crawled ~2 weeks ago; deadline 2026-09-04; browser check required","Supplier/subcontractor reconciliations purchase/sales entries inventory movement expense-plan control Excel and finance reporting overlap strongly","6-day workweek; 1C and local construction/statutory accounting; salary unknown"
C081,ADJACENT,82,26,16,10,15,7,8,B,TOOL_SNAPSHOT,Coca-Cola CCI,Supply Chain Planning Specialist,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://az.linkedin.com/jobs/view/supply-chain-planning-specialist-at-coca-cola-cci-4409263894,"indexed current-looking; exact LinkedIn snapshot crawl ~2 months; browser check required","SAP planning purchasing-demand creation supplier coordination MRP data discipline and cross-functional operations transfer well from P2P/ERP strengths","Direct production planning MRP manufacturing-material experience is a meaningful gap"
C082,ADJACENT,77,24,16,10,15,6,6,B,TOOL_SNAPSHOT,Techpro DC,Vendor Business Manager,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,LIST,https://az.linkedin.com/jobs/business-administration-jobs?countryRedirected=1,"current LinkedIn Azerbaijan index shows role within ~1 week; exact detail URL not resolved; browser check required","Vendor relationship ownership partner coordination commercial reporting and structured operations overlap with vendor/P2P/stakeholder strengths","Likely stronger sales/channel-management and commercial target ownership than current profile; salary unknown"
C083,ADJACENT,78,25,15,10,15,6,7,B,TOOL_SNAPSHOT,Veyseloglu LLC,Biznes Proseslərinin İdarəedilməsi Meneceri,Nizami Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://az.linkedin.com/jobs/view/biznes-prosesl%C9%99rinin-i%CC%87dar%C9%99edilm%C9%99si-meneceri-at-veyseloglu-llc-4423929853?pageNum=0&position=33,"one current-looking LinkedIn snapshot shows Apply while another older job ID says closed; status conflict; browser check required","Process mapping SOP/procedure governance continuous improvement project coordination ERP/BPM exposure and automation mindset are strong transferable matches","Requires 3-5 years formal BPM plus project/team management and tools such as Jira/Planner; status conflict"
C084,ADJACENT,80,26,18,10,15,6,5,B,TOOL_SNAPSHOT,Four Seasons,Marketing Operations Coordinator,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,"Competitive salary and benefits",EXACT,https://az.linkedin.com/jobs/view/marketing-operations-coordinator%C2%A0-at-four-seasons-4440528594?pageNum=0&position=36,"current-looking LinkedIn result shows Apply and local-citizen work authorization; browser check required","Vendor sourcing quotations contract/PO/invoice tracking budget administration project timelines approvals documentation and stakeholder coordination map strongly","Marketing/PR campaign domain is new; high applicant volume; customer-brand context"
C085,STRETCH,70,19,10,11,15,5,10,C,TOOL_SNAPSHOT,EPAM Systems,Service Delivery Manager (SDM),Azerbaijan,On-site/Hybrid,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://az.linkedin.com/jobs/view/service-delivery-manager-sdm-at-epam-systems-4437671851?pageNum=0&position=33,"current-looking exact LinkedIn role shows Apply; browser check required","SLA/KPI governance escalations documentation process improvement and cross-functional coordination transfer from operations background","5+ years formal IT service delivery, 24x7 on-call, ITIL and Kubernetes/Kafka/PostgreSQL triage are major gaps; workload risk high"
C086,ADJACENT,85,27,18,10,15,7,8,A,TOOL_SNAPSHOT,ABB,Rəqəmsal və texnoloji satınalma əməliyyatları şöbəsinin mütəxəssisi,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://az.linkedin.com/jobs/view/r%C9%99q%C9%99msal-v%C9%99-texnoloji-sat%C4%B1nalma-%C9%99m%C9%99liyyatlar%C4%B1-%C5%9F%C3%B6b%C9%99sinin-m%C3%BCt%C9%99x%C9%99ssisi-at-abb-4427521053,"LinkedIn exact role crawled ~3 weeks ago; browser check required","ERP/SAP procurement systems, Excel, analytics, RFI/RFQ/RFP basics and process discipline map strongly to P2P/SAP strengths","Direct IT procurement, tender ownership and software-license knowledge are gaps; salary unknown"
C087,ADJACENT,87,28,17,11,15,7,9,A,TOOL_SNAPSHOT,IKTEX,"Vendor, Bid / Tender Manager",Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://classic.jobsearch.az/vacancies/iktex-vendor-bid-tender-manager-147921,"JobSearch page crawled last week; deadline 2026-09-07 and apply route shown","Vendor onboarding, partner records, quotation/payment-term tracking, bid calendars, compliance documentation, finance/legal coordination and process controls align strongly with vendor/P2P experience","Bid/tender ownership, ICT vendor ecosystem and fluent-English requirement are the main gaps"
C088,CORE,87,28,17,11,15,8,8,A,TOOL_SNAPSHOT,Birmarket,Senior Accountant,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,"Competitive salary based on qualifications",EXACT,https://az.linkedin.com/jobs/view/senior-accountant-at-umico-4199546119,"current-looking LinkedIn snapshot; exact page crawl last month; browser check required","Purchase contracts, debtor/creditor reconciliations, month-end close, Excel, process improvement and accounting controls are close to finance-operations strengths","Strong 1C ERP, Azerbaijan tax reporting and cost-accounting depth are material gaps"
C089,ADJACENT,83,25,16,10,15,8,9,B,TOOL_SNAPSHOT,"Sky Catering branch of Aviation Services Group",Senior Financial Specialist,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://az.linkedin.com/jobs/view/senior-financial-specialist-at-sky-catering-branch-of-aviation-services-group-4229301880,"exact LinkedIn role surfaced in current search; crawl ~3 weeks ago; browser check required","ERP rollout support, finance reporting, internal controls, procurement/operations collaboration and efficiency analysis match transferable finance/process strengths","Direct FP&A/project ROI/break-even analysis and hospitality/production finance experience are lighter"
C090,ADJACENT,81,24,17,10,15,7,8,B,TOOL_SNAPSHOT,Bolt,Operations Coordinator,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://az.linkedin.com/jobs/view/operations-coordinator-at-bolt-4094007199,"current-looking LinkedIn snapshot crawled ~2 weeks ago; browser check required","Operational data/KPI monitoring, issue resolution, cross-team coordination and process optimization are credible transfers from finance operations","Direct mobility/fleet operations and customer-facing operational ownership are new; salary unknown"
C091,ADJACENT,77,22,15,10,15,8,7,B,TOOL_SNAPSHOT,NOV,Customs & Trade Compliance Specialist,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://az.linkedin.com/jobs/view/customs-trade-compliance-specialist-at-nov-4426848493,"exact role indexed about 2 weeks ago; browser check required","Data/document accuracy, Finance/Procurement coordination, ERP/process discipline and exception handling transfer into trade-compliance operations","Customs legislation, import/export declarations and trade-compliance domain knowledge are significant new areas"
C092,ADJACENT,79,26,13,11,15,5,9,B,TOOL_SNAPSHOT,eincors,Supply Chain Coordinator,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://az.linkedin.com/jobs/view/supply-chain-coordinator-at-eincors-4423325952,"exact LinkedIn role crawled ~4 weeks ago; browser check required","ERP/master-data governance, supplier payments/terms, procurement operations, reporting, SOP/KPI design and workflow improvement overlap unusually well","5+ years direct end-to-end supply-chain leadership, industrial/MRO knowledge, mandatory Turkish and high-pressure environment are substantial gaps"
C093,CORE,83,27,15,11,15,6,9,B,TOOL_SNAPSHOT,Deloitte,Senior Consultant to Business Processes Solutions Team,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://az.linkedin.com/jobs/view/senior-consultant-to-business-processes-solutions-team-at-deloitte-4433149827,"exact LinkedIn role shows Apply in current index; crawled ~3 weeks ago; browser check required","Accounting/finance project supervision, management reporting, client communication, process/policy work and team mentoring fit senior finance-operations progression","Azerbaijan tax/social-insurance expertise, payroll, 1C and fluent English plus consulting deadlines are major gaps"
C094,CORE,94,30,20,10,15,9,10,A,TOOL_SNAPSHOT,ADA University,"Specialist, Accounts Payable",Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://www.birjob.com/jobs/specialist-accounts-payable-ada-university-7036934,"BirJob crawled 5 days ago from ADA source; posted 2 days earlier; deadline 2026-08-23; browser check required","Near-direct AP role: ERP accounting entries, invoice/payment orders, Procurement document checks, local/international e-banking payments, vendor payment-status communication and advanced Excel","Salary unpublished; broader local accounting procedures and presentation expectations need review"
C095,ADJACENT,88,28,16,11,15,8,10,A,TOOL_SNAPSHOT,SOCAR Downstream Management,Maliyyə nəzarəti üzrə aparıcı mütəxəssis,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://hrx.az/is-elanlari/maliyye-ve-banklar/muhasib/maliyye-nezareti-uzre-aparici-mutexessis-socar-downstream-management-53b5a4,"employer LinkedIn reposted this vacancy within the past day; detailed HRX copy available; browser check required","SAP ERP data validation, variance analysis, cost monitoring, internal controls, audit support, reporting and continuous improvement map strongly from finance operations","Direct FP&A/management-accounting, investment-impact analysis and senior financial-control ownership are broader than current AP scope"
C096,ADJACENT,84,25,17,10,15,8,9,B,TOOL_SNAPSHOT,SOCAR Downstream Management,Korporativ performans üzrə mütəxəssis,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://careera.az/job/korporativ-performans-zr-mtxssis,"SOCAR Downstream employer post refreshed within days and CareerA lists role among active openings; browser check required","KPI monitoring, data analysis, anomaly/variance identification, management reporting, cross-functional presentations and performance improvement fit reporting/automation strengths","Direct corporate-performance framework ownership and strategic KPI design are new; salary unknown"
C097,CORE,89,29,19,10,15,8,8,A,TOOL_SNAPSHOT,Life at Bir,Daxili mühasibatlıq şöbəsinin mütəxəssisi,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://az.linkedin.com/jobs/view/daxili-m%C3%BChasibatl%C4%B1q-%C5%9F%C3%B6b%C9%99sinin-m%C3%BCt%C9%99x%C9%99ssisi-at-kapital-bank-life-4372505843,"current LinkedIn Baku index resurfaced this exact title within the last day, while detailed exact page is an older snapshot; browser verification is especially important","Internal/external payments, expense coding, inventory/fixed-asset accounting, Excel and disciplined finance-process controls strongly overlap with AP operations","Fixed-asset/inventory accounting and bank-specific internal accounting are broader; freshness conflict and salary unknown"
C098,ADJACENT,80,22,16,10,15,8,9,B,TOOL_SNAPSHOT,ABB,Fintexlərlə iş üzrə mütəxəssis / aparıcı mütəxəssis,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://careers.abb-bank.az/vakansiyalar/v2/4827,"exact ABB employer careers page crawled 5 days ago and exposes Apply; browser check required","Partner onboarding/operations, business-requirement analysis, issue investigation, process improvement, market analysis and stakeholder coordination transfer from vendor/process work","Direct acquiring/e-commerce sales, fintech product knowledge and commercial-partner growth ownership are material gaps"
C099,ADJACENT,76,21,12,11,15,7,10,C,TOOL_SNAPSHOT,Innovation and Digital Development Agency,Baş Mütəxəssis / Baş Biznes Analitik,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://az.linkedin.com/jobs/view/ba%C5%9F-m%C3%BCt%C9%99x%C9%99ssis-ba%C5%9F-biznes-analitik-at-innovation-and-digital-development-agency-4375294856,"IDDA employer update one week ago explicitly lists this vacancy as open; exact LinkedIn role is an older snapshot; browser check required","As-Is/To-Be process work, optimization/automation, stakeholder/vendor coordination and structured documentation connect to process-improvement strengths","Senior BA/service-design ownership, BPMN/UML, API/system architecture, Jira/Confluence/Figma and high-level English are substantial gaps"
C100,ADJACENT,86,27,18,10,15,8,8,A,TOOL_SNAPSHOT,SOCAR Downstream Management,Maliyyə nəzarəti üzrə mütəxəssis,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,LIST,https://www.linkedin.com/company/socar-downstream,"SOCAR Downstream employer post within the past day explicitly lists this separate financial-control specialist vacancy with application link; exact downstream link should be opened manually","Financial controls, SAP/ERP data checks, reporting, variance investigation, audit support and cross-functional finance discipline are a natural extension of AP/controls experience","Detailed specialist-level requirements and salary need browser review; management-accounting/FP&A elements may be broader than current role"
C101,ADJACENT,86,27,17,10,15,8,9,A,TOOL_SNAPSHOT,Mars Overseas Baku,Büdcə və Hesabatlıq üzrə Aparıcı Mütəxəssis,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://jobu.az/job/mars-overseas-baku-budce-ve-hesabatliq-uzre-aparici-mutexessis/,"published 2026-08-18; deadline 2026-09-18; browser check required","Finance reporting budget-vs-actual analysis accounting-data analytics audit support Excel and process discipline form a strong bridge from finance operations","Direct budgeting/forecasting IFRS depth and fluent English are broader than current AP scope"
C102,ADJACENT,77,23,14,10,15,7,8,B,TOOL_SNAPSHOT,Prosys MMC,İT üzrə Biznes Analitik,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://www.birjob.com/jobs/it-uzre-biznes-analitik-prosys-llc-7127674,"published 2026-08-13; deadline 2026-09-13; browser check required","Process analysis optimization requirements documentation stakeholder coordination problem solving and ERP/process mindset transfer credibly","3+ years formal IT BA plus SQL/PLSQL Jira Balsamiq/Visio and Agile/Scrum are significant gaps"
C103,ADJACENT,84,27,16,10,15,8,8,B,TOOL_SNAPSHOT,Xalq Bank,Ödəniş Alətləri İdarəsinin Ödəniş sistemləri ilə iş şöbəsinin aparıcı / baş mütəxəssisi,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://jobs.glorri.az/vacancies/xalqbank/xalqbank-odenis-aletleri-idaresinin-odenis-sistemleri-ile-is-sobesi-45350?source=JobSearch,"current Xalq Bank careers index and Banco listing crawled 2 days ago; deadline 2026-09-11; browser check required","Payments analytics reporting Excel Power Query correspondence with processing/payment systems and data management align with payment operations and automation strengths","Direct card/payment-systems banking experience is explicitly required; SQL and product analytics may need strengthening"
C104,ADJACENT,83,26,18,8,15,8,8,B,TOOL_SNAPSHOT,PASHA Bank,Biznes Proseslərin İdarəedilməsi şöbəsinin RPA üzrə Kiçik Mütəxəssisi,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://jobu.az/job/pasha-bank-biznes-proseslerin-idareedilmesi-sobesinin-rpa-uzre-kicik-mutexessisi/,"published 2026-08-12; deadline 2026-09-12; browser check required","Process analysis automation opportunity identification stakeholder requirements documentation cost-benefit review testing training and monitoring map unusually well to practical automation work","Formal RPA tooling/coding and 1+ year BA/process-improvement/RPA requirement; junior title may create compensation risk"
C105,CORE,84,29,19,7,15,8,6,B,TOOL_SNAPSHOT,PASHA Bank,Hesablaşmalar şöbəsinin Ödənişlərin icrası qrupunun Kiçik mütəxəssisi,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://www.hellojob.az/vakansiya/hesablasmalar-sobesinin-odenislerin-icrasi-qrupunun-kicik-mutexessisi-3461981467,"published 2026-08-13; deadline 2026-09-13; browser check required","Payment execution document validation customer/payment data checks banking-system entries compliance and issue resolution are almost direct transactional-finance transfers","Junior title is a serious pay-risk against 2500 AZN target; banking AML/payment-policy specifics are new"
